"Postcode","Age Group","Number of People"
3762,"55_64",27
3762,"65_74",8
3762,"75_84",9
3763,"0_4",97
3763,"5_14",195
3763,"15_19",108
3763,"20_24",67
3763,"25_34",164
3763,"35_44",230
3763,"45_54",281
3763,"55_64",232
3763,"65_74",129
3763,"75_84",31
3764,"0_4",550
3764,"5_14",1320
3764,"15_19",756
3764,"20_24",518
3764,"25_34",944
3764,"35_44",1122
3764,"45_54",1289
3764,"55_64",1037
3764,"65_74",947
3764,"75_84",514
3765,"0_4",415
3765,"5_14",858
3765,"15_19",412
3765,"20_24",409
3765,"25_34",774
3765,"35_44",874
3765,"45_54",911
3765,"55_64",850
3765,"65_74",673
3765,"75_84",349
3766,"0_4",72
3766,"5_14",169
3766,"15_19",66
3766,"20_24",55
3766,"25_34",119
3766,"35_44",212
3766,"45_54",182
3766,"55_64",192
3766,"65_74",120
3766,"75_84",41
3767,"0_4",74
3767,"5_14",145
3767,"15_19",76
3767,"20_24",53
3767,"25_34",120
3767,"35_44",145
3767,"45_54",186
3767,"55_64",194
3767,"65_74",170
3767,"75_84",58
3770,"0_4",176
3770,"5_14",436
3770,"15_19",209
3770,"20_24",178
3770,"25_34",414
3770,"35_44",400
3770,"45_54",485
3770,"55_64",460
3770,"65_74",295
3770,"75_84",136
3775,"0_4",206
3775,"5_14",540
3775,"15_19",240
3775,"20_24",225
3775,"25_34",430
3775,"35_44",461
3775,"45_54",591
3775,"55_64",516
3775,"65_74",431
3775,"75_84",191
3777,"0_4",614
3777,"5_14",1350
3777,"15_19",628
3777,"20_24",512
3777,"25_34",1024
3777,"35_44",1353
3777,"45_54",1569
3777,"55_64",1576
3777,"65_74",1226
3777,"75_84",641
3778,"0_4",8
3778,"5_14",20
3778,"15_19",20
3778,"20_24",8
3778,"25_34",8
3778,"35_44",28
3778,"45_54",29
3778,"55_64",49
3778,"65_74",27
3778,"75_84",10
3779,"0_4",12
3779,"5_14",24
3779,"15_19",16
3779,"20_24",5
3779,"25_34",34
3779,"35_44",25
3779,"45_54",51
3779,"55_64",89
3779,"65_74",104
3779,"75_84",27
3781,"0_4",346
3781,"5_14",662
3781,"15_19",331
3781,"20_24",251
3781,"25_34",541
3781,"35_44",707
3781,"45_54",694
3781,"55_64",558
3781,"65_74",244
3781,"75_84",95
3782,"0_4",423
3782,"5_14",1061
3782,"15_19",548
3782,"20_24",405
3782,"25_34",670
3782,"35_44",1050
3782,"45_54",1281
3782,"55_64",1162
3782,"65_74",811
3782,"75_84",275
3783,"0_4",165
3783,"5_14",333
3783,"15_19",191
3783,"20_24",121
3783,"25_34",212
3783,"35_44",334
3783,"45_54",386
3783,"55_64",330
3783,"65_74",182
3783,"75_84",68
3785,"0_4",3
3785,"5_14",6
3785,"15_19",0
3785,"20_24",0
3785,"25_34",15
3785,"35_44",15
3785,"45_54",13
3785,"55_64",12
3785,"65_74",10
3785,"75_84",4
3786,"0_4",87
3786,"5_14",181
3786,"15_19",106
3786,"20_24",78
3786,"25_34",123
3786,"35_44",191
3786,"45_54",245
3786,"55_64",258
3786,"65_74",173
3786,"75_84",51
3787,"0_4",47
3787,"5_14",144
3787,"15_19",67
3787,"20_24",53
3787,"25_34",85
3787,"35_44",154
3787,"45_54",172
3787,"55_64",177
3787,"65_74",115
3787,"75_84",33
3788,"0_4",98
3788,"5_14",221
3788,"15_19",77
3788,"20_24",75
3788,"25_34",160
3788,"35_44",252
3788,"45_54",280
3788,"55_64",306
3788,"65_74",206
3788,"75_84",49
3789,"0_4",13
3789,"5_14",26
3789,"15_19",13
3789,"20_24",23
3789,"25_34",14
3789,"35_44",28
3789,"45_54",46
3789,"55_64",50
3789,"65_74",34
3789,"75_84",19
3791,"0_4",79
3791,"5_14",189
3791,"15_19",76
3791,"20_24",70
3791,"25_34",122
3791,"35_44",195
3791,"45_54",226
3791,"55_64",255
3791,"65_74",169
3791,"75_84",54
3792,"0_4",56
3792,"5_14",155
3792,"15_19",58
3792,"20_24",49
3792,"25_34",81
3792,"35_44",148
3792,"45_54",160
3792,"55_64",181
3792,"65_74",133
3792,"75_84",36
3793,"0_4",206
3793,"5_14",519
3793,"15_19",240
3793,"20_24",174
3793,"25_34",344
3793,"35_44",492
3793,"45_54",524
3793,"55_64",481
3793,"65_74",389
3793,"75_84",134
3795,"0_4",79
3795,"5_14",148
3795,"15_19",100
3795,"20_24",60
3795,"25_34",121
3795,"35_44",176
3795,"45_54",188
3795,"55_64",142
3795,"65_74",146
3795,"75_84",50
3796,"0_4",639
3796,"5_14",1302
3796,"15_19",753
3796,"20_24",613
3796,"25_34",1262
3796,"35_44",1310
3796,"45_54",1445
3796,"55_64",1167
3796,"65_74",799
3796,"75_84",314
3797,"0_4",192
3797,"5_14",423
3797,"15_19",243
3797,"20_24",162
3797,"25_34",363
3797,"35_44",378
3797,"45_54",519
3797,"55_64",490
3797,"65_74",444
3797,"75_84",174
3799,"0_4",329
3799,"5_14",721
3799,"15_19",344
3799,"20_24",301
3799,"25_34",523
3799,"35_44",693
3799,"45_54",948
3799,"55_64",923
3799,"65_74",640
3799,"75_84",268
3800,"0_4",3
3800,"5_14",0
3800,"15_19",855
3800,"20_24",1173
3800,"25_34",148
3800,"35_44",16
3800,"45_54",3
3800,"55_64",3
3800,"65_74",3
3800,"75_84",0
3802,"0_4",1504
3802,"5_14",2945
3802,"15_19",1540
3802,"20_24",1773
3802,"25_34",3399
3802,"35_44",3124
3802,"45_54",3167
3802,"55_64",3627
3802,"65_74",2066
3802,"75_84",853
3803,"0_4",758
3803,"5_14",1365
3803,"15_19",723
3803,"20_24",790
3803,"25_34",1648
3803,"35_44",1397
3803,"45_54",1392
3803,"55_64",1291
3803,"65_74",818
3803,"75_84",460
3804,"0_4",351
3804,"5_14",1098
3804,"15_19",752
3804,"20_24",687
3804,"25_34",666
3804,"35_44",902
3804,"45_54",1390
3804,"55_64",1165
3804,"65_74",624
3804,"75_84",298
3805,"0_4",3956
3805,"5_14",8886
3805,"15_19",4689
3805,"20_24",4275
3805,"25_34",7439
3805,"35_44",8487
3805,"45_54",8557
3805,"55_64",5639
3805,"65_74",3170
3805,"75_84",1380
3806,"0_4",3424
3806,"5_14",7482
3806,"15_19",3737
3806,"20_24",3010
3806,"25_34",5377
3806,"35_44",7444
3806,"45_54",7182
3806,"55_64",4804
3806,"65_74",3244
3806,"75_84",1989
3807,"0_4",384
3807,"5_14",1113
3807,"15_19",638
3807,"20_24",495
3807,"25_34",607
3807,"35_44",994
3807,"45_54",1291
3807,"55_64",822
3807,"65_74",498
3807,"75_84",221
3808,"0_4",158
3808,"5_14",493
3808,"15_19",222
3808,"20_24",172
3808,"25_34",232
3808,"35_44",415
3808,"45_54",459
3808,"55_64",458
3808,"65_74",278
3808,"75_84",117
3809,"0_4",722
3809,"5_14",981
3809,"15_19",456
3809,"20_24",545
3809,"25_34",1555
3809,"35_44",1155
3809,"45_54",818
3809,"55_64",542
3809,"65_74",319
3809,"75_84",96
3810,"0_4",4765
3810,"5_14",7209
3810,"15_19",2833
3810,"20_24",3148
3810,"25_34",8366
3810,"35_44",6865
3810,"45_54",5381
3810,"55_64",3924
3810,"65_74",3159
3810,"75_84",1598
3812,"0_4",115
3812,"5_14",302
3812,"15_19",187
3812,"20_24",171
3812,"25_34",213
3812,"35_44",259
3812,"45_54",388
3812,"55_64",350
3812,"65_74",210
3812,"75_84",83
3813,"0_4",34
3813,"5_14",123
3813,"15_19",68
3813,"20_24",59
3813,"25_34",60
3813,"35_44",82
3813,"45_54",197
3813,"55_64",140
3813,"65_74",83
3813,"75_84",35
3814,"0_4",150
3814,"5_14",330
3814,"15_19",156
3814,"20_24",110
3814,"25_34",231
3814,"35_44",285
3814,"45_54",330
3814,"55_64",307
3814,"65_74",245
3814,"75_84",88
3815,"0_4",149
3815,"5_14",482
3815,"15_19",225
3815,"20_24",138
3815,"25_34",266
3815,"35_44",372
3815,"45_54",483
3815,"55_64",380
3815,"65_74",327
3815,"75_84",132
3816,"0_4",197
3816,"5_14",389
3816,"15_19",147
3816,"20_24",175
3816,"25_34",379
3816,"35_44",322
3816,"45_54",374
3816,"55_64",364
3816,"65_74",260
3816,"75_84",100
3818,"0_4",962
3818,"5_14",1865
3818,"15_19",833
3818,"20_24",738
3818,"25_34",1702
3818,"35_44",1545
3818,"45_54",1772
3818,"55_64",1798
3818,"65_74",1644
3818,"75_84",956
3820,"0_4",929
3820,"5_14",1992
3820,"15_19",1067
3820,"20_24",896
3820,"25_34",1811
3820,"35_44",1741
3820,"45_54",2136
3820,"55_64",2009
3820,"65_74",1896
3820,"75_84",1057
3821,"0_4",146
3821,"5_14",435
3821,"15_19",188
3821,"20_24",127
3821,"25_34",236
3821,"35_44",326
3821,"45_54",481
3821,"55_64",473
3821,"65_74",344
3821,"75_84",126
3822,"0_4",53
3822,"5_14",164
3822,"15_19",79
3822,"20_24",55
3822,"25_34",82
3822,"35_44",128
3822,"45_54",149
3822,"55_64",136
3822,"65_74",91
3822,"75_84",43
3823,"0_4",111
3823,"5_14",201
3823,"15_19",87
3823,"20_24",97
3823,"25_34",212
3823,"35_44",188
3823,"45_54",235
3823,"55_64",346
3823,"65_74",234
3823,"75_84",102
3824,"0_4",292
3824,"5_14",695
3824,"15_19",290
3824,"20_24",244
3824,"25_34",515
3824,"35_44",629
3824,"45_54",643
3824,"55_64",693
3824,"65_74",565
3824,"75_84",288
3825,"0_4",1081
3825,"5_14",2307
3825,"15_19",1248
3825,"20_24",1298
3825,"25_34",2206
3825,"35_44",2195
3825,"45_54",2712
3825,"55_64",3000
3825,"65_74",2347
3825,"75_84",1305
3831,"0_4",93
3831,"5_14",202
3831,"15_19",112
3831,"20_24",70
3831,"25_34",112
3831,"35_44",179
3831,"45_54",231
3831,"55_64",299
3831,"65_74",232
3831,"75_84",125
3832,"0_4",6
3832,"5_14",29
3832,"15_19",20
3832,"20_24",7
3832,"25_34",14
3832,"35_44",20
3832,"45_54",31
3832,"55_64",57
3832,"65_74",53
3832,"75_84",9
3833,"0_4",10
3833,"5_14",18
3833,"15_19",10
3833,"20_24",20
3833,"25_34",17
3833,"35_44",32
3833,"45_54",43
3833,"55_64",58
3833,"65_74",60
3833,"75_84",28
3835,"0_4",27
3835,"5_14",65
3835,"15_19",32
3835,"20_24",27
3835,"25_34",46
3835,"35_44",54
3835,"45_54",61
3835,"55_64",79
3835,"65_74",58
3835,"75_84",15
3840,"0_4",960
3840,"5_14",1856
3840,"15_19",934
3840,"20_24",1048
3840,"25_34",1926
3840,"35_44",1732
3840,"45_54",2270
3840,"55_64",2375
3840,"65_74",1822
3840,"75_84",1090
3842,"0_4",313
3842,"5_14",531
3842,"15_19",331
3842,"20_24",449
3842,"25_34",674
3842,"35_44",525
3842,"45_54",522
3842,"55_64",674
3842,"65_74",526
3842,"75_84",205
3844,"0_4",1832
3844,"5_14",3823
3844,"15_19",1718
3844,"20_24",1813
3844,"25_34",3917
3844,"35_44",3590
3844,"45_54",3817
3844,"55_64",3634
3844,"65_74",2671
3844,"75_84",1529
3847,"0_4",124
3847,"5_14",277
3847,"15_19",111
3847,"20_24",98
3847,"25_34",281
3847,"35_44",272
3847,"45_54",285
3847,"55_64",360
3847,"65_74",260
3847,"75_84",101
3850,"0_4",973
3850,"5_14",1857
3850,"15_19",918
3850,"20_24",821
3850,"25_34",1854
3850,"35_44",1748
3850,"45_54",1931
3850,"55_64",1875
3850,"65_74",1459
3850,"75_84",896
3851,"0_4",217
3851,"5_14",600
3851,"15_19",259
3851,"20_24",229
3851,"25_34",680
3851,"35_44",797
3851,"45_54",836
3851,"55_64",953
3851,"65_74",783
3851,"75_84",281
3852,"0_4",0
3852,"5_14",6
3852,"15_19",0
3852,"20_24",30
3852,"25_34",33
3852,"35_44",4
3852,"45_54",8
3852,"55_64",4
3852,"65_74",3
3852,"75_84",0
3854,"0_4",84
3854,"5_14",232
3854,"15_19",78
3854,"20_24",82
3854,"25_34",134
3854,"35_44",186
3854,"45_54",239
3854,"55_64",206
3854,"65_74",109
3854,"75_84",43
3856,"0_4",74
3856,"5_14",151
3856,"15_19",66
3856,"20_24",44
3856,"25_34",159
3856,"35_44",106
3856,"45_54",129
3856,"55_64",159
3856,"65_74",86
3856,"75_84",19
3857,"0_4",18
3857,"5_14",42
3857,"15_19",29
3857,"20_24",23
3857,"25_34",40
3857,"35_44",36
3857,"45_54",61
3857,"55_64",73
3857,"65_74",36
3857,"75_84",8
3858,"0_4",164
3858,"5_14",408
3858,"15_19",170
3858,"20_24",173
3858,"25_34",285
3858,"35_44",348
3858,"45_54",392
3858,"55_64",427
3858,"65_74",381
3858,"75_84",183
3859,"0_4",42
3859,"5_14",120
3859,"15_19",67
3859,"20_24",48
3859,"25_34",90
3859,"35_44",83
3859,"45_54",126
3859,"55_64",112
3859,"65_74",98
3859,"75_84",49
3860,"0_4",450
3860,"5_14",894
3860,"15_19",430
3860,"20_24",378
3860,"25_34",788
3860,"35_44",776
3860,"45_54",888
3860,"55_64",1109
3860,"65_74",844
3860,"75_84",440
3862,"0_4",201
3862,"5_14",401
3862,"15_19",214
3862,"20_24",120
3862,"25_34",342
3862,"35_44",351
3862,"45_54",397
3862,"55_64",519
3862,"65_74",391
3862,"75_84",178
3864,"0_4",6
3864,"5_14",30
3864,"15_19",15
3864,"20_24",3
3864,"25_34",25
3864,"35_44",33
3864,"45_54",24
3864,"55_64",45
3864,"65_74",19
3864,"75_84",12
3865,"0_4",27
3865,"5_14",51
3865,"15_19",18
3865,"20_24",20
3865,"25_34",52
3865,"35_44",43
3865,"45_54",53
3865,"55_64",76
3865,"65_74",63
3865,"75_84",31
3869,"0_4",84
3869,"5_14",216
3869,"15_19",115
3869,"20_24",88
3869,"25_34",141
3869,"35_44",200
3869,"45_54",247
3869,"55_64",268
3869,"65_74",166
3869,"75_84",69
3870,"0_4",52
3870,"5_14",146
3870,"15_19",77
3870,"20_24",45
3870,"25_34",95
3870,"35_44",127
3870,"45_54",189
3870,"55_64",255
3870,"65_74",195
3870,"75_84",60
3871,"0_4",147
3871,"5_14",372
3871,"15_19",170
3871,"20_24",128
3871,"25_34",258
3871,"35_44",300
3871,"45_54",417
3871,"55_64",483
3871,"65_74",382
3871,"75_84",177
3873,"0_4",23
3873,"5_14",37
3873,"15_19",19
3873,"20_24",10
3873,"25_34",32
3873,"35_44",35
3873,"45_54",54
3873,"55_64",60
3873,"65_74",36
3873,"75_84",20
3874,"0_4",15
3874,"5_14",54
3874,"15_19",34
3874,"20_24",20
3874,"25_34",24
3874,"35_44",54
3874,"45_54",72
3874,"55_64",152
3874,"65_74",87
3874,"75_84",41
3875,"0_4",1096
3875,"5_14",2220
3875,"15_19",1033
3875,"20_24",978
3875,"25_34",1942
3875,"35_44",1919
3875,"45_54",2370
3875,"55_64",2544
3875,"65_74",2489
3875,"75_84",1441
3878,"0_4",45
3878,"5_14",89
3878,"15_19",47
3878,"20_24",34
3878,"25_34",82
3878,"35_44",74
3878,"45_54",152
3878,"55_64",229
3878,"65_74",232
3878,"75_84",84
3880,"0_4",139
3880,"5_14",302
3880,"15_19",160
3880,"20_24",107
3880,"25_34",230
3880,"35_44",309
3880,"45_54",411
3880,"55_64",671
3880,"65_74",962
3880,"75_84",536
3882,"0_4",58
3882,"5_14",111
3882,"15_19",58
3882,"20_24",35
3882,"25_34",93
3882,"35_44",97
3882,"45_54",148
3882,"55_64",196
3882,"65_74",180
3882,"75_84",95
3885,"0_4",101
3885,"5_14",222
3885,"15_19",114
3885,"20_24",71
3885,"25_34",130
3885,"35_44",227
3885,"45_54",298
3885,"55_64",351
3885,"65_74",227
3885,"75_84",110
3886,"0_4",17
3886,"5_14",68
3886,"15_19",25
3886,"20_24",8
3886,"25_34",16
3886,"35_44",48
3886,"45_54",52
3886,"55_64",72
3886,"65_74",53
3886,"75_84",23
3887,"0_4",9
3887,"5_14",32
3887,"15_19",22
3887,"20_24",14
3887,"25_34",38
3887,"35_44",36
3887,"45_54",46
3887,"55_64",64
3887,"65_74",58
3887,"75_84",13
3888,"0_4",152
3888,"5_14",420
3888,"15_19",167
3888,"20_24",105
3888,"25_34",249
3888,"35_44",272
3888,"45_54",471
3888,"55_64",592
3888,"65_74",598
3888,"75_84",275
3889,"0_4",7
3889,"5_14",23
3889,"15_19",3
3889,"20_24",6
3889,"25_34",3
3889,"35_44",15
3889,"45_54",27
3889,"55_64",46
3889,"65_74",31
3889,"75_84",19
3890,"0_4",12
3890,"5_14",34
3890,"15_19",12
3890,"20_24",15
3890,"25_34",17
3890,"35_44",32
3890,"45_54",59
3890,"55_64",68
3890,"65_74",49
3890,"75_84",20
3891,"0_4",0
3891,"5_14",0
3891,"15_19",0
3891,"20_24",3
3891,"25_34",0
3891,"35_44",4
3891,"45_54",13
3891,"55_64",29
3891,"65_74",23
3891,"75_84",18
3892,"0_4",34
3892,"5_14",98
3892,"15_19",42
3892,"20_24",15
3892,"25_34",60
3892,"35_44",84
3892,"45_54",134
3892,"55_64",210
3892,"65_74",243
3892,"75_84",102
3893,"0_4",0
3893,"5_14",0
3893,"15_19",0
3893,"20_24",0
3893,"25_34",4
3893,"35_44",5
3893,"45_54",0
3893,"55_64",3
3893,"65_74",9
3893,"75_84",0
3895,"0_4",11
3895,"5_14",17
3895,"15_19",10
3895,"20_24",6
3895,"25_34",14
3895,"35_44",7
3895,"45_54",38
3895,"55_64",41
3895,"65_74",31
3895,"75_84",13
3896,"0_4",18
3896,"5_14",54
3896,"15_19",30
3896,"20_24",17
3896,"25_34",29
3896,"35_44",39
3896,"45_54",70
3896,"55_64",65
3896,"65_74",49
3896,"75_84",25
3898,"0_4",43
3898,"5_14",105
3898,"15_19",41
3898,"20_24",37
3898,"25_34",85
3898,"35_44",98
3898,"45_54",117
3898,"55_64",126
3898,"65_74",97
3898,"75_84",39
3900,"0_4",4
3900,"5_14",13
3900,"15_19",3
3900,"20_24",3
3900,"25_34",4
3900,"35_44",9
3900,"45_54",13
3900,"55_64",38
3900,"65_74",39
3900,"75_84",14
3902,"0_4",13
3902,"5_14",50
3902,"15_19",22
3902,"20_24",7
3902,"25_34",29
3902,"35_44",37
3902,"45_54",47
3902,"55_64",77
3902,"65_74",88
3902,"75_84",36
3903,"0_4",41
3903,"5_14",80
3903,"15_19",28
3903,"20_24",20
3903,"25_34",62
3903,"35_44",70
3903,"45_54",81
3903,"55_64",144
3903,"65_74",166
3903,"75_84",49
3904,"0_4",68
3904,"5_14",126
3904,"15_19",42
3904,"20_24",27
3904,"25_34",89
3904,"35_44",134
3904,"45_54",168
3904,"55_64",285
3904,"65_74",363
3904,"75_84",129
3909,"0_4",342
3909,"5_14",835
3909,"15_19",403
3909,"20_24",291
3909,"25_34",589
3909,"35_44",732
3909,"45_54",1013
3909,"55_64",1273
3909,"65_74",1434
3909,"75_84",715
3910,"0_4",1490
3910,"5_14",2920
3910,"15_19",1566
3910,"20_24",1576
3910,"25_34",3042
3910,"35_44",3000
3910,"45_54",3488
3910,"55_64",2704
3910,"65_74",1811
3910,"75_84",781
3911,"0_4",195
3911,"5_14",392
3911,"15_19",228
3911,"20_24",245
3911,"25_34",421
3911,"35_44",445
3911,"45_54",536
3911,"55_64",476
3911,"65_74",299
3911,"75_84",135
3912,"0_4",842
3912,"5_14",1988
3912,"15_19",1089
3912,"20_24",995
3912,"25_34",1748
3912,"35_44",1763
3912,"45_54",2335
3912,"55_64",2094
3912,"65_74",1356
3912,"75_84",637
3913,"0_4",165
3913,"5_14",424
3913,"15_19",248
3913,"20_24",223
3913,"25_34",389
3913,"35_44",410
3913,"45_54",487
3913,"55_64",490
3913,"65_74",327
3913,"75_84",145
3915,"0_4",666
3915,"5_14",1222
3915,"15_19",532
3915,"20_24",626
3915,"25_34",1215
3915,"35_44",1137
3915,"45_54",1236
3915,"55_64",1221
3915,"65_74",1195
3915,"75_84",710
3916,"0_4",37
3916,"5_14",87
3916,"15_19",42
3916,"20_24",30
3916,"25_34",47
3916,"35_44",74
3916,"45_54",130
3916,"55_64",205
3916,"65_74",163
3916,"75_84",81
3918,"0_4",214
3918,"5_14",514
3918,"15_19",249
3918,"20_24",180
3918,"25_34",386
3918,"35_44",485
3918,"45_54",579
3918,"55_64",522
3918,"65_74",385
3918,"75_84",143
3919,"0_4",201
3919,"5_14",449
3919,"15_19",183
3919,"20_24",183
3919,"25_34",428
3919,"35_44",419
3919,"45_54",451
3919,"55_64",470
3919,"65_74",272
3919,"75_84",109
3920,"0_4",29
3920,"5_14",43
3920,"15_19",248
3920,"20_24",386
3920,"25_34",221
3920,"35_44",79
3920,"45_54",23
3920,"55_64",11
3920,"65_74",0
3920,"75_84",0
3921,"0_4",0
3921,"5_14",17
3921,"15_19",0
3921,"20_24",0
3921,"25_34",7
3921,"35_44",10
3921,"45_54",13
3921,"55_64",30
3921,"65_74",26
3921,"75_84",5
3922,"0_4",359
3922,"5_14",877
3922,"15_19",345
3922,"20_24",220
3922,"25_34",643
3922,"35_44",802
3922,"45_54",954
3922,"55_64",1242
3922,"65_74",1319
3922,"75_84",632
3923,"0_4",17
3923,"5_14",48
3923,"15_19",18
3923,"20_24",8
3923,"25_34",20
3923,"35_44",40
3923,"45_54",66
3923,"55_64",123
3923,"65_74",124
3923,"75_84",39
3925,"0_4",196
3925,"5_14",403
3925,"15_19",153
3925,"20_24",131
3925,"25_34",325
3925,"35_44",401
3925,"45_54",443
3925,"55_64",525
3925,"65_74",481
3925,"75_84",230
3926,"0_4",167
3926,"5_14",402
3926,"15_19",179
3926,"20_24",132
3926,"25_34",244
3926,"35_44",366
3926,"45_54",449
3926,"55_64",509
3926,"65_74",453
3926,"75_84",260
3927,"0_4",55
3927,"5_14",212
3927,"15_19",86
3927,"20_24",62
3927,"25_34",88
3927,"35_44",165
3927,"45_54",237
3927,"55_64",330
3927,"65_74",273
3927,"75_84",110
3928,"0_4",17
3928,"5_14",47
3928,"15_19",27
3928,"20_24",10
3928,"25_34",19
3928,"35_44",37
3928,"45_54",70
3928,"55_64",80
3928,"65_74",75
3928,"75_84",35
3929,"0_4",24
3929,"5_14",88
3929,"15_19",34
3929,"20_24",32
3929,"25_34",27
3929,"35_44",78
3929,"45_54",113
3929,"55_64",183
3929,"65_74",200
3929,"75_84",98
3930,"0_4",938
3930,"5_14",2839
3930,"15_19",1321
3930,"20_24",792
3930,"25_34",937
3930,"35_44",2232
3930,"45_54",2880
3930,"55_64",2312
3930,"65_74",2059
3930,"75_84",1129
3931,"0_4",1184
3931,"5_14",2641
3931,"15_19",1259
3931,"20_24",1003
3931,"25_34",2158
3931,"35_44",2894
3931,"45_54",3044
3931,"55_64",2959
3931,"65_74",3541
3931,"75_84",2314
3933,"0_4",36
3933,"5_14",142
3933,"15_19",82
3933,"20_24",76
3933,"25_34",82
3933,"35_44",134
3933,"45_54",178
3933,"55_64",187
3933,"65_74",113
3933,"75_84",54
3934,"0_4",1091
3934,"5_14",2885
3934,"15_19",1239
3934,"20_24",740
3934,"25_34",1226
3934,"35_44",2529
3934,"45_54",2893
3934,"55_64",2166
3934,"65_74",2074
3934,"75_84",1175
3936,"0_4",484
3936,"5_14",1111
3936,"15_19",553
3936,"20_24",433
3936,"25_34",936
3936,"35_44",1186
3936,"45_54",1466
3936,"55_64",1627
3936,"65_74",1865
3936,"75_84",1008
3937,"0_4",74
3937,"5_14",186
3937,"15_19",73
3937,"20_24",63
3937,"25_34",70
3937,"35_44",152
3937,"45_54",275
3937,"55_64",297
3937,"65_74",211
3937,"75_84",83
3938,"0_4",119
3938,"5_14",264
3938,"15_19",131
3938,"20_24",93
3938,"25_34",199
3938,"35_44",300
3938,"45_54",344
3938,"55_64",503
3938,"65_74",527
3938,"75_84",257
3939,"0_4",735
3939,"5_14",1483
3939,"15_19",667
3939,"20_24",657
3939,"25_34",1379
3939,"35_44",1421
3939,"45_54",1824
3939,"55_64",2052
3939,"65_74",2201
3939,"75_84",1467
3940,"0_4",200
3940,"5_14",397
3940,"15_19",177
3940,"20_24",186
3940,"25_34",391
3940,"35_44",405
3940,"45_54",471
3940,"55_64",553
3940,"65_74",699
3940,"75_84",805
3941,"0_4",691
3941,"5_14",1432
3941,"15_19",560
3941,"20_24",486
3941,"25_34",1137
3941,"35_44",1521
3941,"45_54",1569
3941,"55_64",1707
3941,"65_74",1814
3941,"75_84",963
3942,"0_4",71
3942,"5_14",189
3942,"15_19",98
3942,"20_24",54
3942,"25_34",115
3942,"35_44",215
3942,"45_54",313
3942,"55_64",384
3942,"65_74",539
3942,"75_84",252
3943,"0_4",25
3943,"5_14",85
3943,"15_19",32
3943,"20_24",29
3943,"25_34",57
3943,"35_44",110
3943,"45_54",141
3943,"55_64",278
3943,"65_74",490
3943,"75_84",259
3944,"0_4",3
3944,"5_14",24
3944,"15_19",8
3944,"20_24",6
3944,"25_34",10
3944,"35_44",14
3944,"45_54",34
3944,"55_64",105
3944,"65_74",184
3944,"75_84",86
3945,"0_4",44
3945,"5_14",125
3945,"15_19",39
3945,"20_24",22
3945,"25_34",72
3945,"35_44",106
3945,"45_54",164
3945,"55_64",197
3945,"65_74",146
3945,"75_84",55
3946,"0_4",14
3946,"5_14",23
3946,"15_19",4
3946,"20_24",16
3946,"25_34",20
3946,"35_44",18
3946,"45_54",28
3946,"55_64",43
3946,"65_74",31
3946,"75_84",14
3950,"0_4",256
3950,"5_14",636
3950,"15_19",307
3950,"20_24",206
3950,"25_34",485
3950,"35_44",522
3950,"45_54",618
3950,"55_64",666
3950,"65_74",600
3950,"75_84",326
3951,"0_4",50
3951,"5_14",145
3951,"15_19",64
3951,"20_24",26
3951,"25_34",55
3951,"35_44",106
3951,"45_54",159
3951,"55_64",191
3951,"65_74",133
3951,"75_84",48
3953,"0_4",498
3953,"5_14",1075
3953,"15_19",470
3953,"20_24",343
3953,"25_34",783
3953,"35_44",860
3953,"45_54",1006
3953,"55_64",1038
3953,"65_74",1002
3953,"75_84",544
3954,"0_4",23
3954,"5_14",52
3954,"15_19",39
3954,"20_24",14
3954,"25_34",15
3954,"35_44",42
3954,"45_54",87
3954,"55_64",55
3954,"65_74",52
3954,"75_84",23
3956,"0_4",153
3956,"5_14",266
3956,"15_19",126
3956,"20_24",94
3956,"25_34",226
3956,"35_44",282
3956,"45_54",392
3956,"55_64",539
3956,"65_74",485
3956,"75_84",211
3957,"0_4",20
3957,"5_14",39
3957,"15_19",17
3957,"20_24",10
3957,"25_34",29
3957,"35_44",30
3957,"45_54",51
3957,"55_64",37
3957,"65_74",27
3957,"75_84",12
3958,"0_4",14
3958,"5_14",31
3958,"15_19",24
3958,"20_24",10
3958,"25_34",20
3958,"35_44",27
3958,"45_54",44
3958,"55_64",43
3958,"65_74",37
3958,"75_84",16
3959,"0_4",70
3959,"5_14",157
3959,"15_19",45
3959,"20_24",45
3959,"25_34",70
3959,"35_44",130
3959,"45_54",155
3959,"55_64",185
3959,"65_74",189
3959,"75_84",87
3960,"0_4",104
3960,"5_14",240
3960,"15_19",122
3960,"20_24",82
3960,"25_34",150
3960,"35_44",201
3960,"45_54",304
3960,"55_64",447
3960,"65_74",448
3960,"75_84",237
3962,"0_4",52
3962,"5_14",69
3962,"15_19",51
3962,"20_24",32
3962,"25_34",72
3962,"35_44",78
3962,"45_54",134
3962,"55_64",178
3962,"65_74",142
3962,"75_84",80
3964,"0_4",11
3964,"5_14",6
3964,"15_19",5
3964,"20_24",6
3964,"25_34",18
3964,"35_44",10
3964,"45_54",14
3964,"55_64",31
3964,"65_74",13
3964,"75_84",16
3965,"0_4",3
3965,"5_14",10
3965,"15_19",9
3965,"20_24",0
3965,"25_34",10
3965,"35_44",12
3965,"45_54",37
3965,"55_64",37
3965,"65_74",54
3965,"75_84",33
3966,"0_4",18
3966,"5_14",48
3966,"15_19",28
3966,"20_24",30
